species	genu	family
Rubus_angloserpens	Rubus	Rosaceae
Rubus_angusticuspis	Rubus	Rosaceae
Rubus_angustipaniculatus	Rubus	Rosaceae
Rubus_angustisetus	Rubus	Rosaceae
Rubus_anisacanthos	Rubus	Rosaceae
Rubus_antonii	Rubus	Rosaceae
Rubus_apricus	Rubus	Rosaceae
Rubus_arduennensis	Rubus	Rosaceae
Rubus_atrebatum	Rubus	Rosaceae
Rubus_atrichantherus	Rubus	Rosaceae
Rubus_atrovinosus	Rubus	Rosaceae
Rubus_austromoravicus	Rubus	Rosaceae
Rubus_austroslovacus	Rubus	Rosaceae
Rubus_bakerianus	Rubus	Rosaceae
Rubus_baronicus	Rubus	Rosaceae
Rubus_bartonii	Rubus	Rosaceae
Rubus_betckei	Rubus	Rosaceae
Rubus_biloensis	Rubus	Rosaceae
Rubus_bloxamianus	Rubus	Rosaceae
Rubus_bloxamii	Rubus	Rosaceae
Rubus_bohemiicola	Rubus	Rosaceae
Rubus_boraeanus	Rubus	Rosaceae
Rubus_boulayi	Rubus	Rosaceae
Rubus_bovinus	Rubus	Rosaceae
Rubus_bracteatus	Rubus	Rosaceae
Rubus_bracteosus	Rubus	Rosaceae
Rubus_braeuckeri	Rubus	Rosaceae
Rubus_bregutiensis	Rubus	Rosaceae
Rubus_brigantinus	Rubus	Rosaceae
Rubus_britannicus	Rubus	Rosaceae
Rubus_caflischii	Rubus	Rosaceae
Rubus_calvatus	Rubus	Rosaceae
Rubus_calyculatus	Rubus	Rosaceae
Rubus_camptostachys	Rubus	Rosaceae
Rubus_canaliculatus	Rubus	Rosaceae
Rubus_canduliger	Rubus	Rosaceae
Rubus_canescens	Rubus	Rosaceae
Rubus_caninitergi	Rubus	Rosaceae
Rubus_canterburiensis	Rubus	Rosaceae
Rubus_castellarnaui	Rubus	Rosaceae
Rubus_cavatifolius	Rubus	Rosaceae
Rubus_celticus	Rubus	Rosaceae
Rubus_centrobohemicus	Rubus	Rosaceae
Rubus_ceratifolius	Rubus	Rosaceae
Rubus_cerdicii	Rubus	Rosaceae
Rubus_ceticus	Rubus	Rosaceae
Rubus_chaerophylloides	Rubus	Rosaceae
Rubus_chloocladus	Rubus	Rosaceae
Rubus_chlorostachys	Rubus	Rosaceae
Rubus_chlorothyrsos	Rubus	Rosaceae
Rubus_christiansenorum	Rubus	Rosaceae
Rubus_chrysoxylon	Rubus	Rosaceae
Rubus_cimbricus	Rubus	Rosaceae
Rubus_cinerascens	Rubus	Rosaceae
Rubus_cinerosiformis	Rubus	Rosaceae
Rubus_cinerosus	Rubus	Rosaceae
Rubus_cissburiensis	Rubus	Rosaceae
Rubus_clusii	Rubus	Rosaceae
Rubus_cochlearis	Rubus	Rosaceae
Rubus_collinus	Rubus	Rosaceae
Rubus_communis	Rubus	Rosaceae
Rubus_condensatiformis	Rubus	Rosaceae
Rubus_confertiflorus	Rubus	Rosaceae
Rubus_confusidens	Rubus	Rosaceae
Rubus_conjungens	Rubus	Rosaceae
Rubus_conothyrsoides	Rubus	Rosaceae
Rubus_conspectus	Rubus	Rosaceae
Rubus_constrictus	Rubus	Rosaceae
Rubus_contractipes	Rubus	Rosaceae
Rubus_contritidens	Rubus	Rosaceae
Rubus_coombensis	Rubus	Rosaceae
Rubus_corbierei	Rubus	Rosaceae
Rubus_costifolius	Rubus	Rosaceae
Rubus_couchii	Rubus	Rosaceae
Rubus_crassidens	Rubus	Rosaceae
Rubus_criniger	Rubus	Rosaceae
Rubus_curvaciculatus	Rubus	Rosaceae
Rubus_curvispinosus	Rubus	Rosaceae
Rubus_cuspidatus	Rubus	Rosaceae
Rubus_cuspidiferus	Rubus	Rosaceae
Rubus_cyclomorphus	Rubus	Rosaceae
Rubus_cyclops	Rubus	Rosaceae
Rubus_czarnunensis	Rubus	Rosaceae
Rubus_daveyi	Rubus	Rosaceae
Rubus_decurrentispinus	Rubus	Rosaceae
Rubus_dejonghii	Rubus	Rosaceae
Rubus_delectus	Rubus	Rosaceae
Rubus_deruyveri	Rubus	Rosaceae
Rubus_dethardingii	Rubus	Rosaceae
Rubus_deweveri	Rubus	Rosaceae
Rubus_dierschkeanus	Rubus	Rosaceae
Rubus_discernendus	Rubus	Rosaceae
Rubus_dissimulans	Rubus	Rosaceae
Rubus_distortifolius	Rubus	Rosaceae
Rubus_distractiformis	Rubus	Rosaceae
Rubus_distractus	Rubus	Rosaceae
Rubus_doerrii	Rubus	Rosaceae
Rubus_dollnensis	Rubus	Rosaceae
Rubus_drejeri	Rubus	Rosaceae
Rubus_drenthicus	Rubus	Rosaceae
Rubus_drymophilus	Rubus	Rosaceae
Rubus_dunensis	Rubus	Rosaceae
Rubus_eboracensis	Rubus	Rosaceae
Rubus_echinosepalus	Rubus	Rosaceae
Rubus_egregius	Rubus	Rosaceae
Rubus_eluxatus	Rubus	Rosaceae
Rubus_erinulus	Rubus	Rosaceae
Rubus_erubescens	Rubus	Rosaceae
Rubus_erythrops	Rubus	Rosaceae
Rubus_euchloos	Rubus	Rosaceae
Rubus_euryanthemus	Rubus	Rosaceae
Rubus_fasciculatiformis	Rubus	Rosaceae
Rubus_fasciculatus	Rubus	Rosaceae
Rubus_ferus	Rubus	Rosaceae
Rubus_festii	Rubus	Rosaceae
Rubus_fissipetalus	Rubus	Rosaceae
Rubus_fissus	Rubus	Rosaceae
Rubus_flaccidifolius	Rubus	Rosaceae
Rubus_foliosus	Rubus	Rosaceae
Rubus_franconicus	Rubus	Rosaceae
Rubus_frisicus	Rubus	Rosaceae
Rubus_fritschii	Rubus	Rosaceae
Rubus_fruticosus	Rubus	Rosaceae
Rubus_furnarius	Rubus	Rosaceae
Rubus_fuscicaulis	Rubus	Rosaceae
Rubus_fuscicortex	Rubus	Rosaceae
Rubus_fuscoviridis	Rubus	Rosaceae
Rubus_fuscus	Rubus	Rosaceae
Rubus_geminatus	Rubus	Rosaceae
Rubus_geniculatus	Rubus	Rosaceae
Rubus_georgicus	Rubus	Rosaceae
Rubus_glandithyrsos	Rubus	Rosaceae
Rubus_glareosus	Rubus	Rosaceae
Rubus_glaucovirens	Rubus	Rosaceae
Rubus_goniophyllus	Rubus	Rosaceae
Rubus_gothicus	Rubus	Rosaceae
Rubus_grabowskii	Rubus	Rosaceae
Rubus_gracilis	Rubus	Rosaceae
Rubus_gremlii	Rubus	Rosaceae
Rubus_guttifer	Rubus	Rosaceae
Rubus_gymnocarpus	Rubus	Rosaceae
Rubus_haeupleri	Rubus	Rosaceae
Rubus_hantonensis	Rubus	Rosaceae
Rubus_hassicus	Rubus	Rosaceae
Rubus_hastifer	Rubus	Rosaceae
Rubus_hastiformis	Rubus	Rosaceae
Rubus_hebecarpos	Rubus	Rosaceae
Rubus_hebes	Rubus	Rosaceae
Rubus_henrici-egonis	Rubus	Rosaceae
Rubus_hindii	Rubus	Rosaceae
Rubus_hirsutior	Rubus	Rosaceae
Rubus_hirtifolius	Rubus	Rosaceae
Rubus_hirtus	Rubus	Rosaceae
Rubus_histriculus	Rubus	Rosaceae
Rubus_hobroensis	Rubus	Rosaceae
Rubus_holandrei	Rubus	Rosaceae
Rubus_holerythrus	Rubus	Rosaceae
Rubus_horrefactus	Rubus	Rosaceae
Rubus_horridicaulis	Rubus	Rosaceae
Rubus_horridus	Rubus	Rosaceae
Rubus_hybridus	Rubus	Rosaceae
Rubus_hylanderi	Rubus	Rosaceae
Rubus_hylocharis	Rubus	Rosaceae
Rubus_hylonomus	Rubus	Rosaceae
Rubus_iceniensis	Rubus	Rosaceae
Rubus_idaeoides	Rubus	Rosaceae
Rubus_idaeus	Rubus	Rosaceae
Rubus_imbellis	Rubus	Rosaceae
Rubus_imbricatus	Rubus	Rosaceae
Rubus_immodicus	Rubus	Rosaceae
Rubus_incanescens	Rubus	Rosaceae
Rubus_incisior	Rubus	Rosaceae
Rubus_incurvatiformis	Rubus	Rosaceae
Rubus_indusiatus	Rubus	Rosaceae
Rubus_infestus	Rubus	Rosaceae
Rubus_informifolius	Rubus	Rosaceae
Rubus_insolatus	Rubus	Rosaceae
Rubus_intensior	Rubus	Rosaceae
Rubus_iricus	Rubus	Rosaceae
Rubus_jansenii	Rubus	Rosaceae
Rubus_josefianus	Rubus	Rosaceae
Rubus_kiesewetteri	Rubus	Rosaceae
Rubus_koehleri	Rubus	Rosaceae
Rubus_kuleszae	Rubus	Rosaceae
Rubus_lacustris	Rubus	Rosaceae
Rubus_laetus	Rubus	Rosaceae
Rubus_lagerbergii	Rubus	Rosaceae
Rubus_lainzii	Rubus	Rosaceae
Rubus_lamburnensis	Rubus	Rosaceae
Rubus_lanaticaulis	Rubus	Rosaceae
Rubus_landoltii	Rubus	Rosaceae
Rubus_langei	Rubus	Rosaceae
Rubus_largificus	Rubus	Rosaceae
Rubus_latiarcuatus	Rubus	Rosaceae
Rubus_latifolius	Rubus	Rosaceae
Rubus_latisedes	Rubus	Rosaceae
Rubus_laxiflorus	Rubus	Rosaceae
Rubus_leightonii	Rubus	Rosaceae
Rubus_leiningeri	Rubus	Rosaceae
Rubus_lentiginosus	Rubus	Rosaceae
Rubus_leucandrus	Rubus	Rosaceae
Rubus_leucostachys	Rubus	Rosaceae
Rubus_limitis	Rubus	Rosaceae
Rubus_lindebergii	Rubus	Rosaceae
Rubus_lindleyanus	Rubus	Rosaceae
Rubus_lividus	Rubus	Rosaceae
Rubus_lobatidens	Rubus	Rosaceae
Rubus_loehrii	Rubus	Rosaceae
Rubus_longithyrsiger	Rubus	Rosaceae
Rubus_loosii	Rubus	Rosaceae
Rubus_lucensis	Rubus	Rosaceae
Rubus_lucentifolius	Rubus	Rosaceae
Rubus_ludensis	Rubus	Rosaceae
Rubus_maassii	Rubus	Rosaceae
Rubus_macranthelos	Rubus	Rosaceae
Rubus_macrostachys	Rubus	Rosaceae
Rubus_macrostemonides	Rubus	Rosaceae
Rubus_melanocladus	Rubus	Rosaceae
Rubus_metallorum	Rubus	Rosaceae
Rubus_milfordensis	Rubus	Rosaceae
Rubus_mollis	Rubus	Rosaceae
Rubus_monensis	Rubus	Rosaceae
Rubus_montanus	Rubus	Rosaceae
Rubus_mortensenii	Rubus	Rosaceae
Rubus_mougeotii	Rubus	Rosaceae
Rubus_moylei	Rubus	Rosaceae
Rubus_mucronipetalus	Rubus	Rosaceae
Rubus_muhelicus	Rubus	Rosaceae
Rubus_multifidus	Rubus	Rosaceae
Rubus_muricatus	Rubus	Rosaceae
Rubus_muricola	Rubus	Rosaceae
Rubus_neanias	Rubus	Rosaceae
Rubus_neerlandicus	Rubus	Rosaceae
Rubus_nelliae	Rubus	Rosaceae
Rubus_nemophilus	Rubus	Rosaceae
Rubus_nemoralis	Rubus	Rosaceae
Rubus_nemorensis	Rubus	Rosaceae
Rubus_neumannianus	Rubus	Rosaceae
Rubus_nigricatus	Rubus	Rosaceae
Rubus_ninckii	Rubus	Rosaceae
Rubus_nitidiformis	Rubus	Rosaceae
Rubus_oberdorferi	Rubus	Rosaceae
Rubus_oblongifolius	Rubus	Rosaceae
Rubus_obtusangulus	Rubus	Rosaceae
Rubus_obvallatus	Rubus	Rosaceae
Rubus_ocnensis	Rubus	Rosaceae
Rubus_oenensis	Rubus	Rosaceae
Rubus_orbifolius	Rubus	Rosaceae
Rubus_ordovicum	Rubus	Rosaceae
Rubus_orthocladoides	Rubus	Rosaceae
Rubus_orthostachys	Rubus	Rosaceae
Rubus_painteri	Rubus	Rosaceae
Rubus_pallidifolius	Rubus	Rosaceae
Rubus_pallidus	Rubus	Rosaceae
Rubus_pannosus	Rubus	Rosaceae
Rubus_parthenocissus	Rubus	Rosaceae
Rubus_passaviensis	Rubus	Rosaceae
Rubus_passionis	Rubus	Rosaceae
Rubus_patuliformis	Rubus	Rosaceae
Rubus_pedatifolius	Rubus	Rosaceae
Rubus_pedica	Rubus	Rosaceae
Rubus_peninsulae	Rubus	Rosaceae
Rubus_perdemissus	Rubus	Rosaceae
Rubus_perdigitatus	Rubus	Rosaceae
Rubus_pericrispatus	Rubus	Rosaceae
Rubus_perlongus	Rubus	Rosaceae
Rubus_perperus	Rubus	Rosaceae
Rubus_pfuhlianus	Rubus	Rosaceae
Rubus_phaeocarpus	Rubus	Rosaceae
Rubus_phylloglotta	Rubus	Rosaceae
Rubus_phyllostachys	Rubus	Rosaceae
Rubus_pictorum	Rubus	Rosaceae
Rubus_planus	Rubus	Rosaceae
Rubus_platyacanthus	Rubus	Rosaceae
Rubus_poliodes	Rubus	Rosaceae
Rubus_poliothyrsus	Rubus	Rosaceae
Rubus_porphyrocaulis	Rubus	Rosaceae
Rubus_portae-moravicae	Rubus	Rosaceae
Rubus_posnaniensis	Rubus	Rosaceae
Rubus_prolongatus	Rubus	Rosaceae
Rubus_pruinifer	Rubus	Rosaceae
Rubus_pruinosus	Rubus	Rosaceae
Rubus_pulcher	Rubus	Rosaceae
Rubus_pulchricaulis	Rubus	Rosaceae
Rubus_radulicaulis	Rubus	Rosaceae
Rubus_raduliformis	Rubus	Rosaceae
Rubus_ramosus	Rubus	Rosaceae
Rubus_ranftii	Rubus	Rosaceae
Rubus_rhombicus	Rubus	Rosaceae
Rubus_rhombifolius	Rubus	Rosaceae
Rubus_rhytidophyllus	Rubus	Rosaceae
Rubus_ripuaricus	Rubus	Rosaceae
Rubus_roberti	Rubus	Rosaceae
Rubus_rosaceus	Rubus	Rosaceae
Rubus_rosanthus	Rubus	Rosaceae
Rubus_rossensis	Rubus	Rosaceae
Rubus_ruborensis	Rubus	Rosaceae
Rubus_rubriflorus	Rubus	Rosaceae
Rubus_rubritinctus	Rubus	Rosaceae
Rubus_rudis	Rubus	Rosaceae
Rubus_rufescens	Rubus	Rosaceae
Rubus_rugosifolius	Rubus	Rosaceae
Rubus_salzmannii	Rubus	Rosaceae
Rubus_saxatilis	Rubus	Rosaceae
Rubus_saxicola	Rubus	Rosaceae
Rubus_saxonicus	Rubus	Rosaceae
Rubus_scabripes	Rubus	Rosaceae
Rubus_schlechtendalii	Rubus	Rosaceae
Rubus_schlechtendaliiformis	Rubus	Rosaceae
Rubus_schlickumii	Rubus	Rosaceae
Rubus_scissoides	Rubus	Rosaceae
Rubus_scissus	Rubus	Rosaceae
Rubus_scoticus	Rubus	Rosaceae
Rubus_sectiramus	Rubus	Rosaceae
Rubus_seebergensis	Rubus	Rosaceae
Rubus_segontii	Rubus	Rosaceae
Rubus_sempernitens	Rubus	Rosaceae
Rubus_sendtneri	Rubus	Rosaceae
Rubus_septifolius	Rubus	Rosaceae
Rubus_serpens	Rubus	Rosaceae
Rubus_siekensis	Rubus	Rosaceae
Rubus_siemianicensis	Rubus	Rosaceae
Rubus_silurum	Rubus	Rosaceae
Rubus_silvae-norticae	Rubus	Rosaceae
Rubus_sorbicus	Rubus	Rosaceae
Rubus_speculatus	Rubus	Rosaceae
Rubus_spina-curva	Rubus	Rosaceae
Rubus_spinulatus	Rubus	Rosaceae
Rubus_sprengelii	Rubus	Rosaceae
Rubus_sprengeliusculus	Rubus	Rosaceae
Rubus_stanneus	Rubus	Rosaceae
Rubus_steneoacanthus	Rubus	Rosaceae
Rubus_stohrii	Rubus	Rosaceae
Rubus_stormanicus	Rubus	Rosaceae
Rubus_striaticaulis	Rubus	Rosaceae
Rubus_styriacus	Rubus	Rosaceae
Rubus_subcarpinifolius	Rubus	Rosaceae
Rubus_subinermoides	Rubus	Rosaceae
Rubus_subtercanens	Rubus	Rosaceae
Rubus_surrectus	Rubus	Rosaceae
Rubus_sylvulicola	Rubus	Rosaceae
Rubus_tamarensis	Rubus	Rosaceae
Rubus_tardus	Rubus	Rosaceae
Rubus_tarnensis	Rubus	Rosaceae
Rubus_tauni	Rubus	Rosaceae
Rubus_taxandriae	Rubus	Rosaceae
Rubus_tenuiarmatus	Rubus	Rosaceae
Rubus_teretiusculus	Rubus	Rosaceae
Rubus_thalassarctos	Rubus	Rosaceae
Rubus_transvestitus	Rubus	Rosaceae
Rubus_trinovantium	Rubus	Rosaceae
Rubus_tubanticus	Rubus	Rosaceae
Rubus_ulmifolius	Rubus	Rosaceae
Rubus_umbrosus	Rubus	Rosaceae
Rubus_uncinatus	Rubus	Rosaceae
Rubus_vadalis	Rubus	Rosaceae
Rubus_vagensis	Rubus	Rosaceae
Rubus_vandermeijdenii	Rubus	Rosaceae
Rubus_vaniloquus	Rubus	Rosaceae
Rubus_vanwinkelii	Rubus	Rosaceae
Rubus_varvicensis	Rubus	Rosaceae
Rubus_vastus	Rubus	Rosaceae
Rubus_velutinus	Rubus	Rosaceae
Rubus_venetorum	Rubus	Rosaceae
Rubus_venosus	Rubus	Rosaceae
Rubus_venustus	Rubus	Rosaceae
Rubus_vestitus	Rubus	Rosaceae
Rubus_vigoi	Rubus	Rosaceae
Rubus_vikensis	Rubus	Rosaceae
Rubus_vindomensis	Rubus	Rosaceae
Rubus_viscosus	Rubus	Rosaceae
Rubus_vratnensis	Rubus	Rosaceae
Rubus_waddellii	Rubus	Rosaceae
Rubus_wahlbergii	Rubus	Rosaceae
Rubus_watsonii	Rubus	Rosaceae
Rubus_wirralensis	Rubus	Rosaceae
Rubus_wirtgenii	Rubus	Rosaceae
Spiraea_decumbens	Spiraea	Rosaceae
Spiraea_hypericifolia	Spiraea	Rosaceae
Spiraea_media	Spiraea	Rosaceae
Spiraea_salicifolia	Spiraea	Rosaceae
Astragalus_kamarinensis	Astragalus	Fabaceae
Isoetes_tenuissima	Isoetes	Isoetaceae
Lipastrum_perhybridum	Lipastrum	Amaranthaceae
Limonium_rosselloi	Limonium	Plumbaginaceae
Lotus_jordanii	Lotus	Fabaceae
Limonium_quinnii	Limonium	Plumbaginaceae
Orobanche_resedarum	Orobanche	Orobanchaceae
Onosma_pseudoeuboica	Onosma	Boraginaceae
Petrosedum_ochroleucum	Petrosedum	Crassulaceae
Rubus_pignattii	Rubus	Rosaceae
Rumex_celticus	Rumex	Polygonaceae
Rubus_schipperi	Rubus	Rosaceae
Rubus_paludosus	Rubus	Rosaceae
Rubus_favillatus	Rubus	Rosaceae
Rubus_luticola	Rubus	Rosaceae
Rubus_aphananthus	Rubus	Rosaceae
Silene_kemoniana	Silene	Caryophyllaceae
Silene_peloritana	Silene	Caryophyllaceae
Rubus_procerus	Rubus	Rosaceae
Rubus_leptothyrsos	Rubus	Rosaceae
Rubus_trigonodontos	Rubus	Rosaceae
Arceuthobium_gambyi	Arceuthobium	Santalaceae
Dianthus_borbonicus	Dianthus	Caryophyllaceae
Limonium_cazzae	Limonium	Plumbaginaceae
Limonium_zankii	Limonium	Plumbaginaceae
Limonium_velutinum	Limonium	Plumbaginaceae
Limonium_brusnicense	Limonium	Plumbaginaceae
Limonium_ginzbergeri	Limonium	Plumbaginaceae
Limonium_subnudum	Limonium	Plumbaginaceae
Limonium_issaeum	Limonium	Plumbaginaceae
Limonium_istriacum	Limonium	Plumbaginaceae
Limonium_tineoi	Limonium	Plumbaginaceae
Limonium_korakonisicum	Limonium	Plumbaginaceae
Limonium_irtaensis	Limonium	Plumbaginaceae
Limonium_pelagosae	Limonium	Plumbaginaceae
Limonium_liburnicum	Limonium	Plumbaginaceae
Orobanche_staehelinae	Orobanche	Orobanchaceae
Orobanche_apuana	Orobanche	Orobanchaceae
Odontites_sillettii	Odontites	Orobanchaceae
Rivasmartinezia_vazquezii	Rivasmartinezia	Apiaceae
Rubus_slavonicus	Rubus	Rosaceae
Rubus_limitaneus	Rubus	Rosaceae
Silene_nefelites	Silene	Caryophyllaceae
Sisymbrium_isatidifolium	Sisymbrium	Brassicaceae
Silene_crassiuscula	Silene	Caryophyllaceae
Silene_fetleri	Silene	Caryophyllaceae
Viola_culminis	Viola	Violaceae
Limonium_maritimum	Limonium	Plumbaginaceae
Rosa_perthensis	Rosa	Rosaceae
Biscutella_marinae	Biscutella	Brassicaceae
Cerastium_krylovii	Cerastium	Caryophyllaceae
Crataegus_subheterophylla	Crataegus	Rosaceae
Helianthemum_abelardoi	Helianthemum	Cistaceae
Koenigia_divaricata	Koenigia	Polygonaceae
Koenigia_ocreata	Koenigia	Polygonaceae
Linum_gaditanum	Linum	Linaceae
Limonium_serpentinicum	Limonium	Plumbaginaceae
Linum_marianorum	Linum	Linaceae
Limonium_xerocamposicum	Limonium	Plumbaginaceae
Limonium_pagasaeum	Limonium	Plumbaginaceae
Limonium_microcycladicum	Limonium	Plumbaginaceae
Linum_carratracense	Linum	Linaceae
Limonium_meandrinum	Limonium	Plumbaginaceae
Limonium_kirikosicum	Limonium	Plumbaginaceae
Limonium_sirinicum	Limonium	Plumbaginaceae
Limonium_tobarrense	Limonium	Plumbaginaceae
Limonium_astypaleanum	Limonium	Plumbaginaceae
Limonium_pusillum	Limonium	Plumbaginaceae
Limonium_contractum	Limonium	Plumbaginaceae
Limonium_chersonesum	Limonium	Plumbaginaceae
Limonium_monolithicum	Limonium	Plumbaginaceae
Limonium_oligotrichum	Limonium	Plumbaginaceae
Limonium_crateriforme	Limonium	Plumbaginaceae
Limonium_stenotatum	Limonium	Plumbaginaceae
Limonium_recticaule	Limonium	Plumbaginaceae
Limonium_grabusae	Limonium	Plumbaginaceae
Limonium_sougiae	Limonium	Plumbaginaceae
Micranthes_clusii	Micranthes	Saxifragaceae
Rubus_fluvius	Rubus	Rosaceae
Rubus_decussatiformis	Rubus	Rosaceae
Saxifraga_caprariae	Saxifraga	Saxifragaceae
Viola_pseudaetolica	Viola	Violaceae
Viola_kopaonikensis	Viola	Violaceae
Veronica_linearis	Veronica	Plantaginaceae
Rhinanthus_osiliensis	Rhinanthus	Orobanchaceae
Petrosedum_lorenzoi	Petrosedum	Crassulaceae
Thapsia_scabra	Thapsia	Apiaceae
Rubus_humulifolius	Rubus	Rosaceae
Rorippa_astyla	Rorippa	Brassicaceae
Lathyrus_tournefortii	Lathyrus	Fabaceae
Rhamnus_mercieri	Rhamnus	Rhamnaceae
Cherleria_langii	Cherleria	Caryophyllaceae
Cherleria_handelii	Cherleria	Caryophyllaceae
Cherleria_dirphya	Cherleria	Caryophyllaceae
Dianthus_ucarii	Dianthus	Caryophyllaceae
Hedlundia_lancifolia	Hedlundia	Rosaceae
Hedlundia_mougeotii	Hedlundia	Rosaceae
Hedlundia_buekkensis	Hedlundia	Rosaceae
Hedlundia_semipinnata	Hedlundia	Rosaceae
Hedlundia_subpinnata	Hedlundia	Rosaceae
Hedlundia_pekarovae	Hedlundia	Rosaceae
Hedlundia_hybrida	Hedlundia	Rosaceae
Hedlundia_austriaca	Hedlundia	Rosaceae
Hedlundia_thuringiaca	Hedlundia	Rosaceae
Hedlundia_bosniaca	Hedlundia	Rosaceae
Karpatiosorbus_haesitans	Karpatiosorbus	Rosaceae
Karpatiosorbus_cochleariformis	Karpatiosorbus	Rosaceae
Karpatiosorbus_mergenthaleriana	Karpatiosorbus	Rosaceae
Karpatiosorbus_subcuneata	Karpatiosorbus	Rosaceae
Karpatiosorbus_puellarum	Karpatiosorbus	Rosaceae
Karpatiosorbus_eystettensis	Karpatiosorbus	Rosaceae
Karpatiosorbus_fischeri	Karpatiosorbus	Rosaceae
Karpatiosorbus_dominii	Karpatiosorbus	Rosaceae
Karpatiosorbus_futakiana	Karpatiosorbus	Rosaceae
Karpatiosorbus_devoniensis	Karpatiosorbus	Rosaceae
Karpatiosorbus_croceocarpa	Karpatiosorbus	Rosaceae
Karpatiosorbus_bohemica	Karpatiosorbus	Rosaceae
Karpatiosorbus_albensis	Karpatiosorbus	Rosaceae
Karpatiosorbus_pseudosemi-incisa	Karpatiosorbus	Rosaceae
Karpatiosorbus_acutiserrata	Karpatiosorbus	Rosaceae
Karpatiosorbus_semi-incisa	Karpatiosorbus	Rosaceae
Karpatiosorbus_vertesensis	Karpatiosorbus	Rosaceae
Karpatiosorbus_vallerubusensis	Karpatiosorbus	Rosaceae
Karpatiosorbus_barabitsii	Karpatiosorbus	Rosaceae
Karpatiosorbus_decipientiformis	Karpatiosorbus	Rosaceae
Karpatiosorbus_gayeriana	Karpatiosorbus	Rosaceae
Karpatiosorbus_andreanszkyana	Karpatiosorbus	Rosaceae
Karpatiosorbus_vallusensis	Karpatiosorbus	Rosaceae
Karpatiosorbus_herbipolitana	Karpatiosorbus	Rosaceae
Moricandia_rytidocarpoides	Moricandia	Brassicaceae
Onobrychis_mehmetchiquii	Onobrychis	Fabaceae
Pedicularis_praetermissa	Pedicularis	Orobanchaceae
Polygonum_excelsius	Polygonum	Polygonaceae
Rubus_psilander	Rubus	Rosaceae
Rubus_praeceptorum	Rubus	Rosaceae
Rubus_psilops	Rubus	Rosaceae
Scabiosa_galianoi	Scabiosa	Caprifoliaceae
Carlina_acanthifolia	Carlina	Asteraceae
Carlina_barnebiana	Carlina	Asteraceae
Carlina_corymbosa	Carlina	Asteraceae
Carlina_hispanica	Carlina	Asteraceae
Carlina_nebrodensis	Carlina	Asteraceae
Carlina_sicula	Carlina	Asteraceae
Carlina_tragacanthifolia	Carlina	Asteraceae
Carlina_bakariensis	Carlina	Asteraceae
Atractylis_cancellata	Atractylis	Asteraceae
Atractylis_humilis	Atractylis	Asteraceae
Atractylis_tutinii	Atractylis	Asteraceae
Echinops_exaltatus	Echinops	Asteraceae
Echinops_siculus	Echinops	Asteraceae
Echinops_albidus	Echinops	Asteraceae
Echinops_strigosus	Echinops	Asteraceae
Staehelina_dubia	Staehelina	Asteraceae
Staehelina_petiolata	Staehelina	Asteraceae
Staehelina_uniflosculosa	Staehelina	Asteraceae
Cynara_cornigera	Cynara	Asteraceae
Cynara_humilis	Cynara	Asteraceae
Cynara_tournefortii	Cynara	Asteraceae
Ptilostemon_grandei	Ptilostemon	Asteraceae
Galactites_tomentosus	Galactites	Asteraceae
Galactites_rigualii	Galactites	Asteraceae
Ptilostemon_afer	Ptilostemon	Asteraceae
Ptilostemon_greuteri	Ptilostemon	Asteraceae
Ptilostemon_stellatus	Ptilostemon	Asteraceae
Tyrimnus_leucographus	Tyrimnus	Asteraceae
Lamyropsis_carpini	Lamyropsis	Asteraceae
Lamyropsis_cynaroides	Lamyropsis	Asteraceae
Onopordum_acaulon	Onopordum	Asteraceae
Onopordum_anatolicum	Onopordum	Asteraceae
Onopordum_corymbosum	Onopordum	Asteraceae
Onopordum_dissectum	Onopordum	Asteraceae
Onopordum_horridum	Onopordum	Asteraceae
Onopordum_illyricum	Onopordum	Asteraceae
Onopordum_longissimum	Onopordum	Asteraceae
Onopordum_majorii	Onopordum	Asteraceae
Onopordum_messeniacum	Onopordum	Asteraceae
Onopordum_micropterum	Onopordum	Asteraceae
Onopordum_myriacanthum	Onopordum	Asteraceae
Onopordum_nervosum	Onopordum	Asteraceae
Arctium_nemorosum	Arctium	Asteraceae
Arctium_mixtum	Arctium	Asteraceae
Jurinea_bocconei	Jurinea	Asteraceae
Jurinea_breviscapa	Jurinea	Asteraceae
Jurinea_bulgarica	Jurinea	Asteraceae
Jurinea_humilis	Jurinea	Asteraceae
Jurinea_cretacea	Jurinea	Asteraceae
Jurinea_creticola	Jurinea	Asteraceae
Jurinea_fontqueri	Jurinea	Asteraceae
Jurinea_kirghisorum	Jurinea	Asteraceae
Jurinea_polycephala	Jurinea	Asteraceae
Jurinea_mamillarioides	Jurinea	Asteraceae
Jurinea_ewersmannii	Jurinea	Asteraceae
Jurinea_ledebourii	Jurinea	Asteraceae
Jurinea_micevskii	Jurinea	Asteraceae
Jurinea_mollissima	Jurinea	Asteraceae
Jurinea_mugodsharica	Jurinea	Asteraceae
Jurinea_neicevii	Jurinea	Asteraceae
Jurinea_tenuiloba	Jurinea	Asteraceae
Jurinea_tzar-ferdinandi	Jurinea	Asteraceae
Rhaponticoides_fraylensis	Rhaponticoides	Asteraceae
Rhaponticoides_kasakorum	Rhaponticoides	Asteraceae
Rhaponticoides_linaresii	Rhaponticoides	Asteraceae
